[11, 891] ['独栋·泊寓 立基公馆店 实惠精致户（独立厨房 开间', nan, '34.29-40.71', '1', 1819, 1879]
[2024, 4480] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 4503] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 4556] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 4745] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 4828] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 4980] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 5093] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 5312] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 5388] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 5621] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 5644] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 5780] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 5976] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 5999] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 6218] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 6324] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 6347] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 6520] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 6806] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 6829] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 6942] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 7357] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 7440] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 7516] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 7968] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 8014] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 8060] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 8309] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 8468] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 8491] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 8687] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 8763] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 8952] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 9261] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 9344] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 9367] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 9676] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 9729] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 9752] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 9775] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 10107] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 10213] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 10425] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 10621] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 10644] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 10826] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 10932] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 10955] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 10978] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 11114] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 11328] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 11374] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 11556] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 11609] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 11904] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 12395] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 12471] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 12547] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 12623] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 12676] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 13158] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 13181] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 13257] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 13280] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 13303] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 13326] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 13379] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 13575] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 13628] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 13764] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 13810] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 13856] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 14059] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 14262] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 14375] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 14647] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 14693] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 14792] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 14868] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 14891] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 15117] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 15200] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 15313] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 15389] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 15518] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 15610] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 15633] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 15716] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 15769] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 15822] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 15898] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 16334] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 16380] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 16493] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 16599] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 17037] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 17362] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 17438] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 17551] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 17574] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 17650] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 17975] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 18148] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 18201] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 18254] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 18337] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 18443] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 18586] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2024, 18639] ['整租·利港银河新城 3室2厅 东南/南', '瑶海-嘉山路-利港银河新城', '125.07', '3', 2600, 2600]
[2025, 2700] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 2888] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 2940] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 3022] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 3074] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 4030] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 4172] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 4337] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 4359] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 4471] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 4493] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 4545] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 4733] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 4815] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 4966] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 5078] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 5296] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 5371] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 5603] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 5625] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 5760] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 5955] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 5977] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 6195] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 6300] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 6322] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 6494] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 6779] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 6801] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 6913] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 7327] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 7409] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 7484] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 7935] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 7980] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 8025] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 8273] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 8431] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 8453] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 8648] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 8723] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 8911] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 9219] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 9301] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 9323] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 9631] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 9683] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 9705] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 9727] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 10058] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 10163] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 10374] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 10569] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 10591] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 10772] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 10877] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 10899] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 10921] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 11056] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 11269] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 11314] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 11495] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 11547] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 11841] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 12331] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 12406] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 12481] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 12556] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 12608] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 13089] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 13111] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 13186] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 13208] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 13230] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 13252] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 13304] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 13499] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 13551] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 13686] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 13731] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 13776] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 13978] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 14180] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 14292] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 14563] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 14608] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 14706] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 14781] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 14803] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 15028] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 15110] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 15222] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 15297] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 15425] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 15516] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 15538] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 15620] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 15672] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 15724] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 15799] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 16234] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 16279] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 16391] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 16496] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 16933] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 17257] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 17332] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
[2025, 17444] ['整租·广利花园南区 1室1厅 北', '蜀山-西园-广利花园南区', '192.54', '1', 16000, 16000]
