[16, 1375] ['整租·翠成馨园B区 2室2厅 南', '朝阳-垡头-翠成馨园B区', 92.0, 2, 6700, 6700]
[2899, 18569] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 18996] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 19063] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 19308] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 20087] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 20125] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 20578] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 20853] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 20861] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 20959] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 20967] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 21005] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 21131] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 21168] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 21206] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 21689] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 21727] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 22154] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 22604] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 22731] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 22739] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 22837] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 22845] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 22853] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 23010] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 23048] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 23056] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 23064] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 23072] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 23764] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 24160] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2899, 24258] ['整租·水星园 3室1厅 南/北', '朝阳-太阳宫-水星园', 156.75, 3, 20000, 20000]
[2900, 3027] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 3124] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 3189] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 3226] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 3353] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 3360] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 3426] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 3433] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 3499] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 3566] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 3723] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 3730] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 3737] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 3744] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 3811] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 4086] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 4153] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 4190] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 4287] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 4354] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 4391] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 4398] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 4524] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 4590] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 4685] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 4988] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 5025] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 5151] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 5337] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 5579] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 5586] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 5593] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 5688] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 5845] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 6002] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 6458] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 6852] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 6979] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 7045] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 7111] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 7148] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 7155] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 7520] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 7882] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 8543] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 8550] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 8617] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 8624] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 8720] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 8727] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 9182] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 9548] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 9585] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 9651] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 9658] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 9665] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 9910] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 10007] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 10014] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 10081] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 10238] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 10245] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 10371] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 10378] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 10385] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 10626] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 10663] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 10699] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 10766] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 11042] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 11167] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 11531] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 11775] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 11932] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 11998] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 12005] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 12131] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 12377] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 12414] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 12450] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 12517] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 12673] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 12887] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 12894] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 12960] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 13145] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 13360] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 13367] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 13554] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 13710] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 14281] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 14673] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 14709] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 14835] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 15139] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 15176] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 15243] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 15370] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 15466] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 15680] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 15746] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 16112] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 16388] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 16484] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 16491] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 16586] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 16593] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 16749] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 16875] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 17030] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 17067] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 17074] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 17110] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 17325] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 17391] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 17398] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 17643] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 17769] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 17776] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 17783] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 17819] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 17856] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 17893] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 18319] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 18445] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 18871] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 18937] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 19181] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 19959] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 19996] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 20448] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 20722] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 20729] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 20826] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 20833] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 20870] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 20995] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 21031] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 21068] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 21550] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 21587] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 22013] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 22462] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 22588] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 22595] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 22692] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 22699] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 22706] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 22862] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 22899] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 22906] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 22913] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 22920] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 23611] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 24006] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2900, 24103] ['整租·皇姑坟小区 1室1厅 南', '朝阳-安贞-皇姑坟小区', 48.3, 1, 5200, 5200]
[2901, 3027] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 3123] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 3187] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 3223] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 3349] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 3355] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 3420] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 3426] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 3491] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 3557] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 3713] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 3719] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 3725] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 3731] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 3797] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 4071] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 4137] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 4173] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 4269] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 4335] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 4371] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 4377] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 4502] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 4567] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 4661] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 4963] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
[2901, 4999] ['整租·龙潭西里 1室1厅 东/北', '东城-左安门-龙潭西里', 43.48, 1, 5900, 5900]
