[29, 31] ['整租·宝龙城市广场(青浦) 3室2厅 南', '青浦-赵巷-宝龙城市广场(青浦)', 66.73, 3, 4800, 4800]
[2853, 6574] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 6706] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 6765] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 6961] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 7088] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 7126] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 7145] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 7435] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 7638] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 7657] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 7760] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 7779] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 8012] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 8170] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 8383] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 8402] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 8771] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 8813] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 8960] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 8979] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 9254] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 9303] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 9322] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 9364] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 9406] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 9478] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 9549] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 10067] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 10116] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 10135] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 10174] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 10380] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 10742] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 10761] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 10780] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 10861] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 11072] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 11254] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 11380] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 11440] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 11627] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 11669] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 11688] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 11774] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 11812] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 12101] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 12150] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 12191] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 12293] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 12377] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 12426] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 12495] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 12731] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 12750] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 12840] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 12933] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 13440] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 13662] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 13681] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 13700] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 14092] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 14360] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 14398] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 14707] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 14726] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 14815] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 15079] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 15204] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 15276] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 15367] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 15416] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 15566] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 15629] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 16046] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 16221] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 16554] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 16843] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 17104] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 17169] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 17276] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 17337] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 17677] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 17838] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 17909] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 18074] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 18228] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 18358] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 18494] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 18660] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 18702] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 18878] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 18897] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 18916] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 18935] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 19148] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 19213] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 19233] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 19344] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 19416] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 19458] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 19527] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 19588] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 19898] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 19940] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 20031] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 20123] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 20162] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 20231] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 20470] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 20542] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 20683] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 20763] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 20783] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 20847] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 20867] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 20959] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 21001] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 21138] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 21307] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 21367] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 21461] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 21511] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 21595] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 21791] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 21944] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 22119] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 22337] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 22428] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 22683] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 22835] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 23075] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 23095] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2853, 23115] ['整租·崂山二村 1室1厅 南', '浦东-梅园-崂山二村', 30.0, 1, 4900, 4900]
[2854, 2936] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 2996] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 3565] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 3691] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 3790] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 3918] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 3976] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 4016] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 4034] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 4246] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 4550] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 4568] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 4586] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 4701] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 4742] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 4760] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 4808] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 4871] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 4995] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 5092] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 5110] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 5262] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 5303] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 5392] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 5459] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 5477] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 5495] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 5625] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 5662] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 5958] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 6058] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 6174] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 6542] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 6673] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 6731] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 6926] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 7052] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 7089] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 7107] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 7396] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 7598] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 7616] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 7718] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 7736] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 7968] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 8125] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 8337] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 8355] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 8723] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 8764] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 8910] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 8928] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 9202] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 9250] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 9268] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 9309] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 9350] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 9421] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 9491] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 10008] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 10056] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 10074] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 10112] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 10317] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 10678] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 10696] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 10714] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 10794] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 11004] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 11185] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 11310] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 11369] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 11555] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 11596] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 11614] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 11699] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
[2854, 11736] ['整租·大华锦绣华城(十二街区) 2室2厅 南', '浦东-北蔡-大华锦绣华城(十二街区)', 93.54, 2, 8800, 8800]
