[6, 1372] ['整租·凤凰印象 1室1厅 西南', '罗湖区-螺岭-凤凰印象', '43.72', '1', 3900, 3900]
[5158, 5362] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 5559] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 5638] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 5780] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 6360] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 6387] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 6691] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 6718] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 6804] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 6860] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 6917] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 7029] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 7112] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 7227] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 7401] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 7487] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 7514] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 7571] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 7628] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 7714] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 7830] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 7857] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 7884] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 7993] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 8078] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 8183] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 8388] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 8526] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 8553] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 8609] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 8832] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 8859] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 8972] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 9029] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 9115] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 9142] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 9455] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 9482] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 9687] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 9744] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 9823] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 9880] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 10080] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 10107] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 10193] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 10418] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 10471] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 10588] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 10615] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 10842] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 10899] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 10926] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 10983] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 11066] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 11211] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 11238] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 11581] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 11752] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 11779] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 11806] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 11919] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 11946] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 12118] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 12201] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5158, 12228] ['整租·金色家园二期 3室2厅 南', '福田区-景田-金色家园二期', '113.00', '3', 12500, 12500]
[5159, 5276] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 5361] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 5557] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 5635] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 5776] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 6355] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 6381] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 6684] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 6710] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 6795] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 6850] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 6906] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 7017] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 7099] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 7213] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 7386] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 7471] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 7497] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 7553] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 7609] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 7694] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 7809] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 7835] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 7861] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 7969] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 8053] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 8157] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 8361] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 8498] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 8524] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 8579] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 8801] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 8827] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 8939] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 8995] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 9080] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 9106] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 9418] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 9444] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 9648] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 9704] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 9782] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 9838] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 10037] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 10063] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 10148] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 10372] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 10424] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 10540] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 10566] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 10792] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 10848] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 10874] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 10930] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 11012] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 11156] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 11182] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 11524] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 11694] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 11720] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 11746] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 11858] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 11884] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 12055] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 12137] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5159, 12163] ['整租·东海国际公寓 3室2厅 西南', '福田区-香蜜湖-东海国际公寓', '250.00', '3', 60000, 60000]
[5160, 5276] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 5360] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 5555] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 5632] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 5772] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 6350] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 6375] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 6677] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 6702] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 6786] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 6840] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 6895] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 7005] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 7086] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 7199] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 7371] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 7455] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 7480] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 7535] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 7590] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 7674] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 7788] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 7813] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 7838] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 7945] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 8028] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 8131] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 8334] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 8470] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 8495] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 8549] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 8770] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 8795] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 8906] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 8961] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 9045] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 9070] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 9381] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 9406] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 9609] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 9664] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 9741] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 9796] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 9994] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 10019] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 10103] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 10326] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 10377] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 10492] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 10517] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 10742] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 10797] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 10822] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 10877] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 10958] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 11101] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 11126] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 11467] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 11636] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 11661] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 11686] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 11797] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 11822] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 11992] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 12073] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5160, 12098] ['整租·香蜜三村 4室2厅 南', '福田区-景田-香蜜三村', '130.00', '4', 12000, 12000]
[5161, 5276] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 5359] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 5553] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 5629] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 5768] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 6345] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 6369] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 6670] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 6694] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 6777] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 6830] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 6884] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 6993] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 7073] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 7185] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 7356] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 7439] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 7463] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 7517] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 7571] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 7654] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
[5161, 7767] ['整租·祥云天都世纪大厦 1室1厅 东北', '福田区-新洲-祥云天都世纪大厦', '57.08', '1', 6000, 6000]
