[2, 1627] ['整租·时代领峯 3室2厅 南/北', '包河-淝河镇-时代领峯', '96.26', '3', 2700, 2700]
[4034, 4790] ['整租·省委大院 2室1厅 南/北', '庐阳-逍遥津-省委大院', '51.83', '2', 2200, 2200]
[4035, 4790] ['整租·玉翠园 3室2厅 南', '庐阳-海棠-玉翠园', '93.16', '3', 2200, 2200]
[4036, 4790] ['整租·万科森林公园锦庭 3室2厅 南', '庐阳-森林公园-万科森林公园锦庭', '89.00', '3', 3000, 3000]
[4037, 4790] ['整租·绿都嘉园 3室2厅 南', '庐阳-杏林-绿都嘉园', '95.10', '3', 1800, 1800]
[4041, 4418] ['整租·桐城路 1室0厅 西', '庐阳-逍遥津-桐城路', '26.78', '1', 1100, 1100]
[4042, 4418] ['整租·海棠别院南区 3室2厅 南', '庐阳-海棠-海棠别院南区', '125.04', '3', 2600, 2600]
[4043, 4418] ['整租·融创长江壹号 3室2厅 南', '庐阳-杏花村-融创长江壹号', '128.00', '3', 3500, 3500]
[4044, 4418] ['整租·德必庐州 4室1厅 南', '庐阳-三孝口-德必庐州', '312.87', '4', 20300, 20300]
[4045, 4418] ['整租·德必庐州 5室1厅 南', '庐阳-三孝口-德必庐州', '292.85', '5', 18450, 18450]
[4046, 4418] ['整租·皖投天下名筑 3室1厅 南', '庐阳-林店-皖投天下名筑', '92.00', '3', 1500, 1500]
[4086, 5616] ['整租·万科森林公园旭庭 3室2厅 南', '庐阳-森林公园-万科森林公园旭庭', '97.97', '3', 2600, 2600]
[4087, 5616] ['整租·北辰旭辉中心 1室1厅 西', '庐阳-森林公园-北辰旭辉中心', '90.72', '1', 6500, 6500]
[4088, 5616] ['整租·宝宸时代花园 3室2厅 南', '庐阳-林店-宝宸时代花园', '76.04', '3', 1700, 1700]
[4089, 5616] ['整租·国贸景成 3室2厅 南', '庐阳-森林公园-国贸景成', '102.83', '3', 1600, 1600]
[4089, 5678] ['整租·国贸景成 3室2厅 南', '庐阳-森林公园-国贸景成', '102.83', '3', 1600, 1600]
[4089, 5733] ['整租·国贸景成 3室2厅 南', '庐阳-森林公园-国贸景成', '102.83', '3', 1600, 1600]
[4090, 5616] ['整租·恒盛皇家花园 3室2厅 南', '庐阳-林店-恒盛皇家花园', '123.51', '3', 2500, 2500]
[4091, 5616] ['整租·合作经济广场 3室1厅 南', '庐阳-三孝口-合作经济广场', '103.63', '3', 7500, 7500]
[4093, 6074] ['整租·荣城北苑 3室1厅 南', '庐阳-林店-荣城北苑', '95.01', '3', 1800, 1800]
[4109, 5457] ['整租·天徽大厦 1室1厅 南', '庐阳-逍遥津-天徽大厦', '283.42', '1', 8000, 8000]
[4110, 5457] ['整租·祥源翡丽城 1室1厅 东/东南', '庐阳-亳州-祥源翡丽城', '56.38', '1', 2150, 2150]
[4111, 5457] ['整租·世纪中心 1室1厅 南', '庐阳-双岗-世纪中心', '46.66', '1', 1900, 1900]
[4112, 5457] ['整租·万科森林公园御庭 3室1厅 南', '庐阳-森林公园-万科森林公园御庭', '88.86', '3', 2600, 2600]
[4113, 5457] ['整租·安然绿洲花园南园 3室2厅 南', '庐阳-四里河-安然绿洲花园南园', '104.00', '3', 2500, 2500]
[4114, 5457] ['整租·荣城北苑 2室1厅 南', '庐阳-林店-荣城北苑', '71.55', '2', 1900, 1900]
[4115, 5457] ['整租·置地财富广场 6室2厅 南', '庐阳-亳州-置地财富广场', '595.38', '6', 32750, 32750]
[4116, 5457] ['整租·利港四季华庭 2室2厅 南', '庐阳-四里河-利港四季华庭', '89.00', '2', 2000, 2000]
[4117, 5457] ['整租·上城国际玫瑰苑 2室1厅 南', '庐阳-杏林-上城国际玫瑰苑', '55.90', '2', 1700, 1700]
[4118, 5457] ['整租·新华大厦 4室2厅 南', '庐阳-三孝口-新华大厦', '174.78', '4', 4200, 4200]
[4119, 5457] ['整租·桐城路 3室1厅 南', '庐阳-逍遥津-桐城路', '85.00', '3', 3000, 3000]
[4120, 5457] ['整租·红星路112号 1室1厅 南', '庐阳-逍遥津-红星路112号', '38.72', '1', 1300, 1300]
[4121, 5457] ['整租·风荷苑 3室2厅 南', '庐阳-杏林-风荷苑', '92.65', '3', 1900, 1900]
[4122, 5457] ['整租·国贸景成 4室2厅 南', '庐阳-森林公园-国贸景成', '136.94', '4', 3200, 3200]
[4123, 5457] ['整租·团结新村 1室1厅 南', '庐阳-逍遥津-团结新村', '36.00', '1', 1700, 1700]
[4124, 5457] ['整租·天徽大厦 7室0厅 南', '庐阳-逍遥津-天徽大厦', '151.00', '7', 5188, 5188]
[4125, 5457] ['整租·濉溪新村 1室1厅 南/北', '庐阳-双岗-濉溪新村', '70.28', '1', 1500, 1500]
[4126, 5457] ['整租·可苑新村 2室1厅 南', '庐阳-亳州-可苑新村', '54.00', '2', 1500, 1500]
[4127, 5457] ['整租·安庆路282号 1室1厅 南', '庐阳-三孝口-安庆路282号', '53.22', '1', 2800, 2800]
[4128, 5457] ['整租·光明新村 1室1厅 南', '庐阳-三孝口-光明新村', '45.00', '1', 1600, 1600]
[4129, 5457] ['整租·瑞地祥和府 2室1厅 南', '庐阳-海棠-瑞地祥和府', '60.00', '2', 2100, 2100]
[4130, 5457] ['整租·市委机关宿舍 2室1厅 南', '庐阳-逍遥津-市委机关宿舍', '48.17', '2', 2000, 2000]
[4131, 5457] ['整租·富世广场 2室1厅 东', '庐阳-逍遥津-富世广场', '61.62', '2', 2600, 2600]
[4132, 5629] ['整租·缤纷南国 2室2厅 南/北', '庐阳-亳州-缤纷南国', '86.48', '2', 2100, 2100]
[4133, 5629] ['整租·荷塘月色 3室2厅 南/北', '庐阳-海棠-荷塘月色', '115.75', '3', 2500, 2500]
[4134, 5629] ['整租·和煦园 2室2厅 南', '庐阳-亳州-和煦园', '71.73', '2', 1600, 1600]
[4135, 5629] ['整租·安粮东怡金融广场 1室1厅 南', '庐阳-三孝口-安粮东怡金融广场', '300.00', '1', 15000, 15000]
[4136, 5629] ['整租·宿州路129号 1室1厅 南', '庐阳-逍遥津-宿州路129号', '29.00', '1', 1000, 1000]
[4137, 5629] ['东煌公寓 3室1厅 南', '庐阳-杏林-东煌公寓', '263.09', '3', 7500, 7500]
[4138, 5629] ['合肥市勘察院宿舍 2室1厅 南/北', '庐阳-三孝口-合肥市勘察院宿舍', '55.00', '2', 1400, 1400]
[4139, 5629] ['整租·兴业骏豪华庭 3室2厅 东南', '庐阳-杏林-兴业骏豪华庭', '110.71', '3', 1800, 1800]
[4140, 5629] ['整租·普天合电world庐州公馆 4室2厅 南', '庐阳-森林公园-普天合电world庐州公馆', '167.60', '4', 4000, 4000]
[4141, 5629] ['整租·朗峰大厦 2室1厅 西', '庐阳-海棠-朗峰大厦', '48.00', '2', 2500, 2500]
[4142, 5629] ['整租·民政厅大院 2室1厅 南', '庐阳-三孝口-民政厅大院', '48.31', '2', 1800, 1800]
[4143, 5629] ['整租·金巷6号 2室1厅 南', '庐阳-三孝口-金巷6号', '74.00', '2', 2200, 2200]
[4143, 5811] ['整租·金巷6号 2室1厅 南', '庐阳-三孝口-金巷6号', '74.00', '2', 2200, 2200]
[4144, 5629] ['整租·恒盛皇家花园 3室2厅 南', '庐阳-林店-恒盛皇家花园', '110.00', '3', 2800, 2800]
[4144, 5810] ['整租·恒盛皇家花园 3室2厅 南', '庐阳-林店-恒盛皇家花园', '110.00', '3', 2800, 2800]
[4145, 5629] ['整租·恒盛皇家花园 3室2厅 南', '庐阳-林店-恒盛皇家花园', '108.50', '3', 2000, 2000]
[4145, 5809] ['整租·恒盛皇家花园 3室2厅 南', '庐阳-林店-恒盛皇家花园', '108.50', '3', 2000, 2000]
[4146, 5629] ['整租·海亮兰郡 6室2厅 南', '庐阳-森林公园-海亮兰郡', '400.00', '6', 8500, 8500]
[4146, 5808] ['整租·海亮兰郡 6室2厅 南', '庐阳-森林公园-海亮兰郡', '400.00', '6', 8500, 8500]
[4147, 5629] ['整租·绿都花园 2室2厅 南/北', '庐阳-双岗-绿都花园', '88.00', '2', 1800, 1800]
[4147, 5807] ['整租·绿都花园 2室2厅 南/北', '庐阳-双岗-绿都花园', '88.00', '2', 1800, 1800]
[4148, 5629] ['整租·杏花南区 1室1厅 南', '庐阳-三孝口-杏花南区', '36.41', '1', 1300, 1300]
[4148, 5806] ['整租·杏花南区 1室1厅 南', '庐阳-三孝口-杏花南区', '36.41', '1', 1300, 1300]
[4149, 5629] ['整租·恒盛皇家花园 3室1厅 南', '庐阳-林店-恒盛皇家花园', '108.00', '3', 2000, 2000]
[4149, 5805] ['整租·恒盛皇家花园 3室1厅 南', '庐阳-林店-恒盛皇家花园', '108.00', '3', 2000, 2000]
[4150, 5629] ['整租·上城国际玫瑰苑 3室2厅 东/西', '庐阳-杏林-上城国际玫瑰苑', '143.82', '3', 19000, 19000]
[4150, 5804] ['整租·上城国际玫瑰苑 3室2厅 东/西', '庐阳-杏林-上城国际玫瑰苑', '143.82', '3', 19000, 19000]
[4151, 5629] ['整租·杏花小区 3室1厅 东南', '庐阳-三孝口-杏花小区', '65.54', '3', 1800, 1800]
[4151, 5803] ['整租·杏花小区 3室1厅 东南', '庐阳-三孝口-杏花小区', '65.54', '3', 1800, 1800]
[4152, 5629] ['整租·置地财富广场 1室0厅 南', '庐阳-亳州-置地财富广场', '34.05', '1', 400, 400]
[4152, 5802] ['整租·置地财富广场 1室0厅 南', '庐阳-亳州-置地财富广场', '34.05', '1', 400, 400]
[4153, 5629] ['整租·合肥农药厂 2室1厅 南', '庐阳-亳州-合肥农药厂', '56.86', '2', 1700, 1700]
[4153, 5801] ['整租·合肥农药厂 2室1厅 南', '庐阳-亳州-合肥农药厂', '56.86', '2', 1700, 1700]
[4154, 5629] ['整租·安徽日报社宿舍大院 2室2厅 南', '庐阳-逍遥津-安徽日报社宿舍大院', '65.77', '2', 3600, 3600]
[4154, 5800] ['整租·安徽日报社宿舍大院 2室2厅 南', '庐阳-逍遥津-安徽日报社宿舍大院', '65.77', '2', 3600, 3600]
[4155, 5629] ['整租·杏花街69号 2室1厅 南', '庐阳-三孝口-杏花街69号', '70.53', '2', 2000, 2000]
[4155, 5799] ['整租·杏花街69号 2室1厅 南', '庐阳-三孝口-杏花街69号', '70.53', '2', 2000, 2000]
[4156, 5799] ['整租·祥源翡丽城 2室1厅 南', '庐阳-亳州-祥源翡丽城', '89.85', '2', 2500, 2500]
[4157, 5799] ['整租·华地森林湖 3室2厅 南', '庐阳-林店-华地森林湖', '87.41', '3', 2500, 2500]
[4158, 5799] ['整租·桐城路 1室1厅 南', '庐阳-逍遥津-桐城路', '27.39', '1', 1000, 1000]
[4159, 5799] ['整租·恒盛皇家花园 2室2厅 南', '庐阳-林店-恒盛皇家花园', '94.26', '2', 1800, 1800]
[4160, 5799] ['整租·省政协恢复楼 1室1厅 南', '庐阳-逍遥津-省政协恢复楼', '33.98', '1', 1450, 1450]
[4161, 4485] ['整租·万科森林公园御庭 3室2厅 南', '庐阳-森林公园-万科森林公园御庭', '87.25', '3', 2600, 2600]
[4162, 4485] ['整租·钢苑新村 2室1厅 南', '庐阳-亳州-钢苑新村', '70.00', '2', 1600, 1600]
[4163, 4485] ['整租·恒盛皇家花园 4室2厅 南', '庐阳-林店-恒盛皇家花园', '122.88', '4', 3000, 3000]
[4164, 4485] ['整租·康兴园 3室1厅 南', '庐阳-双岗-康兴园', '78.00', '3', 1500, 1500]
[4166, 4780] ['整租·华水公寓 2室2厅 南', '庐阳-亳州-华水公寓', '85.67', '2', 1600, 1600]
[4167, 4780] ['整租·金域蓝湾 2室1厅 南', '庐阳-亳州-金域蓝湾', '65.20', '2', 2200, 2200]
[4168, 4780] ['整租·阜阳路146号 1室1厅 南', '庐阳-逍遥津-阜阳路146号', '30.59', '1', 1400, 1400]
[4169, 4780] ['整租·瑞地公馆 1室1厅 东', '庐阳-海棠-瑞地公馆', '69.66', '1', 8200, 8200]
[4170, 4780] ['整租·上城国际新界 2室1厅 南', '庐阳-杏林-上城国际新界', '77.00', '2', 1800, 1800]
[4171, 4780] ['整租·中铁国际城品园 1室1厅 西南', '庐阳-四里河-中铁国际城品园', '42.00', '1', 1500, 1500]
[4172, 4780] ['整租·静心花园 3室1厅 南/北', '庐阳-双岗-静心花园', '97.87', '3', 2000, 2000]
[4173, 4780] ['整租·朗峰大厦 1室0厅 南', '庐阳-海棠-朗峰大厦', '54.00', '1', 2700, 2700]
[4174, 4780] ['整租·规划院宿舍 2室1厅 南', '庐阳-逍遥津-规划院宿舍', '76.07', '2', 2500, 2500]
[4175, 4780] ['整租·水木春城 3室2厅 南', '庐阳-四里河-水木春城', '141.00', '3', 2700, 2700]
[4176, 4780] ['整租·金域蓝湾 3室2厅 南', '庐阳-亳州-金域蓝湾', '100.00', '3', 2800, 2800]
[4177, 4780] ['整租·杏花南区 1室1厅 南', '庐阳-三孝口-杏花南区', '35.44', '1', 1450, 1450]
[4178, 4780] ['整租·十六所宿舍区 2室1厅 南/北', '庐阳-三孝口-十六所宿舍区', '65.32', '2', 1400, 1400]
[4179, 4780] ['整租·梅桂苑 3室2厅 南', '庐阳-杏林-梅桂苑', '100.00', '3', 1700, 1700]
[4180, 4780] ['整租·十六所宿舍区 3室1厅 南', '庐阳-三孝口-十六所宿舍区', '75.00', '3', 3000, 3000]
[4181, 4780] ['整租·芙蓉苑北村 3室1厅 南', '庐阳-海棠-芙蓉苑北村', '98.00', '3', 2100, 2100]
[4182, 4780] ['整租·绿都嘉园 3室2厅 南', '庐阳-杏林-绿都嘉园', '95.10', '3', 1900, 1900]
[4183, 4780] ['整租·金龙国际 5室2厅 南', '庐阳-四里河-金龙国际', '180.00', '5', 9600, 9600]
[4184, 4780] ['整租·融创长江壹号 3室2厅 南', '庐阳-杏花村-融创长江壹号', '98.57', '3', 3000, 3000]
[4185, 4780] ['整租·森林公园红梅苑 3室2厅 南/北', '庐阳-四里河-森林公园红梅苑', '94.53', '3', 2000, 2000]
[4186, 4780] ['整租·万科森林公园朗庭 4室2厅 南', '庐阳-森林公园-万科森林公园朗庭', '92.89', '4', 2800, 2800]
[4187, 4780] ['整租·瑞地祥和府 2室1厅 南', '庐阳-海棠-瑞地祥和府', '59.35', '2', 2100, 2100]
[4188, 4780] ['整租·和昌都汇华郡 2室2厅 南', '庐阳-林店-和昌都汇华郡', '85.00', '2', 1600, 1600]
[4208, 4939] ['整租·庐阳柳林苑 3室2厅 南', '庐阳-四里河-庐阳柳林苑', '147.03', '3', 2800, 2800]
[4209, 4939] ['整租·万科森林公园锦庭 3室2厅 南', '庐阳-森林公园-万科森林公园锦庭', '86.15', '3', 3100, 3100]
[4210, 4939] ['整租·寿春四巷 3室1厅 南', '庐阳-逍遥津-寿春四巷', '80.00', '3', 3000, 3000]
[4211, 4939] ['整租·富世广场 1室1厅 北', '庐阳-逍遥津-富世广场', '37.03', '1', 2100, 2100]
[4212, 4909] ['整租·橡树湾二期 3室2厅 南', '庐阳-海棠-橡树湾二期', '90.00', '3', 3000, 3000]
[4212, 4938] ['整租·橡树湾二期 3室2厅 南', '庐阳-海棠-橡树湾二期', '90.00', '3', 3000, 3000]
[4213, 4909] ['整租·万科森林公园朗庭 3室2厅 南', '庐阳-森林公园-万科森林公园朗庭', '93.05', '3', 3200, 3200]
[4213, 4937] ['整租·万科森林公园朗庭 3室2厅 南', '庐阳-森林公园-万科森林公园朗庭', '93.05', '3', 3200, 3200]
[4214, 4909] ['整租·金荷苑 2室1厅 南', '庐阳-海棠-金荷苑', '78.32', '2', 2300, 2300]
[4214, 4936] ['整租·金荷苑 2室1厅 南', '庐阳-海棠-金荷苑', '78.32', '2', 2300, 2300]
[4215, 4909] ['整租·蒙城路21号 2室1厅 南', '庐阳-三孝口-蒙城路21号', '45.70', '2', 1500, 1500]
[4215, 4935] ['整租·蒙城路21号 2室1厅 南', '庐阳-三孝口-蒙城路21号', '45.70', '2', 1500, 1500]
[4216, 5595] ['整租·文一名门湖畔 2室1厅 西', '庐阳-四里河-文一名门湖畔', '37.05', '2', 2500, 2500]
[4216, 5649] ['整租·文一名门湖畔 2室1厅 西', '庐阳-四里河-文一名门湖畔', '37.05', '2', 2500, 2500]
[4217, 5595] ['整租·义井公寓 1室1厅 复式 南', '庐阳-亳州-义井公寓', '102.12', '1', 6600, 6600]
[4217, 5648] ['整租·义井公寓 1室1厅 复式 南', '庐阳-亳州-义井公寓', '102.12', '1', 6600, 6600]
[4218, 5595] ['整租·杏花街37号 3室1厅 南', '庐阳-三孝口-杏花街37号', '63.00', '3', 3000, 3000]
[4218, 5647] ['整租·杏花街37号 3室1厅 南', '庐阳-三孝口-杏花街37号', '63.00', '3', 3000, 3000]
[4219, 5595] ['整租·碧桂园时代倾城 3室2厅 南', '庐阳-大杨镇-碧桂园时代倾城', '102.93', '3', 1000, 1000]
[4219, 5646] ['整租·碧桂园时代倾城 3室2厅 南', '庐阳-大杨镇-碧桂园时代倾城', '102.93', '3', 1000, 1000]
[4220, 5595] ['整租·天庆大厦 3室2厅 南', '庐阳-亳州-天庆大厦', '166.06', '3', 4600, 4600]
[4220, 5645] ['整租·天庆大厦 3室2厅 南', '庐阳-亳州-天庆大厦', '166.06', '3', 4600, 4600]
[4221, 5595] ['整租·铂悦庐州府 4室2厅 南/北', '庐阳-森林公园-铂悦庐州府', '143.49', '4', 4500, 4500]
[4221, 5644] ['整租·铂悦庐州府 4室2厅 南/北', '庐阳-森林公园-铂悦庐州府', '143.49', '4', 4500, 4500]
[4222, 5011] ['整租·万科森林公园嘉庭 3室2厅 南/北', '庐阳-森林公园-万科森林公园嘉庭', '130.34', '3', 3000, 3000]
[4222, 5594] ['整租·万科森林公园嘉庭 3室2厅 南/北', '庐阳-森林公园-万科森林公园嘉庭', '130.34', '3', 3000, 3000]
[4222, 5642] ['整租·万科森林公园嘉庭 3室2厅 南/北', '庐阳-森林公园-万科森林公园嘉庭', '130.34', '3', 3000, 3000]
[4223, 5011] ['整租·万科城市之光 1室0厅 南', '庐阳-四里河-万科城市之光', '38.15', '1', 6800, 6800]
[4223, 5593] ['整租·万科城市之光 1室0厅 南', '庐阳-四里河-万科城市之光', '38.15', '1', 6800, 6800]
[4223, 5640] ['整租·万科城市之光 1室0厅 南', '庐阳-四里河-万科城市之光', '38.15', '1', 6800, 6800]
[4224, 5011] ['整租·濉溪路212号 2室2厅 南/北', '庐阳-亳州-濉溪路212号', '85.42', '2', 1900, 1900]
[4224, 5592] ['整租·濉溪路212号 2室2厅 南/北', '庐阳-亳州-濉溪路212号', '85.42', '2', 1900, 1900]
[4224, 5638] ['整租·濉溪路212号 2室2厅 南/北', '庐阳-亳州-濉溪路212号', '85.42', '2', 1900, 1900]
[4225, 5011] ['整租·安徽省博物馆宿舍 2室2厅 南', '庐阳-三孝口-安徽省博物馆宿舍', '80.00', '2', 2200, 2200]
[4225, 5591] ['整租·安徽省博物馆宿舍 2室2厅 南', '庐阳-三孝口-安徽省博物馆宿舍', '80.00', '2', 2200, 2200]
[4225, 5636] ['整租·安徽省博物馆宿舍 2室2厅 南', '庐阳-三孝口-安徽省博物馆宿舍', '80.00', '2', 2200, 2200]
[4226, 5011] ['整租·海亮兰郡 4室2厅 复式 南', '庐阳-森林公园-海亮兰郡', '315.96', '4', 7000, 7000]
[4226, 5590] ['整租·海亮兰郡 4室2厅 复式 南', '庐阳-森林公园-海亮兰郡', '315.96', '4', 7000, 7000]
[4226, 5634] ['整租·海亮兰郡 4室2厅 复式 南', '庐阳-森林公园-海亮兰郡', '315.96', '4', 7000, 7000]
[4227, 5011] ['整租·团结新村 2室1厅 南', '庐阳-逍遥津-团结新村', '51.68', '2', 1800, 1800]
[4227, 5589] ['整租·团结新村 2室1厅 南', '庐阳-逍遥津-团结新村', '51.68', '2', 1800, 1800]
[4227, 5632] ['整租·团结新村 2室1厅 南', '庐阳-逍遥津-团结新村', '51.68', '2', 1800, 1800]
[4228, 5011] ['整租·朗峰大厦 1室0厅 南', '庐阳-海棠-朗峰大厦', '43.49', '1', 2000, 2000]
[4228, 5588] ['整租·朗峰大厦 1室0厅 南', '庐阳-海棠-朗峰大厦', '43.49', '1', 2000, 2000]
[4228, 5630] ['整租·朗峰大厦 1室0厅 南', '庐阳-海棠-朗峰大厦', '43.49', '1', 2000, 2000]
[4229, 5011] ['整租·无为路 3室1厅 南', '庐阳-逍遥津-无为路', '97.64', '3', 3600, 3600]
[4229, 5587] ['整租·无为路 3室1厅 南', '庐阳-逍遥津-无为路', '97.64', '3', 3600, 3600]
[4229, 5628] ['整租·无为路 3室1厅 南', '庐阳-逍遥津-无为路', '97.64', '3', 3600, 3600]
[4230, 5011] ['整租·金都华庭三期 3室2厅 南', '庐阳-杏林-金都华庭三期', '125.00', '3', 1950, 1950]
[4230, 5586] ['整租·金都华庭三期 3室2厅 南', '庐阳-杏林-金都华庭三期', '125.00', '3', 1950, 1950]
[4230, 5626] ['整租·金都华庭三期 3室2厅 南', '庐阳-杏林-金都华庭三期', '125.00', '3', 1950, 1950]
[4231, 5011] ['整租·皖投天下名筑 4室2厅 南', '庐阳-林店-皖投天下名筑', '123.00', '4', 2100, 2100]
[4231, 5585] ['整租·皖投天下名筑 4室2厅 南', '庐阳-林店-皖投天下名筑', '123.00', '4', 2100, 2100]
[4231, 5624] ['整租·皖投天下名筑 4室2厅 南', '庐阳-林店-皖投天下名筑', '123.00', '4', 2100, 2100]
[4232, 5011] ['整租·信达花样年华 2室1厅 南', '庐阳-逍遥津-信达花样年华', '75.78', '2', 3000, 3000]
[4232, 5584] ['整租·信达花样年华 2室1厅 南', '庐阳-逍遥津-信达花样年华', '75.78', '2', 3000, 3000]
[4232, 5622] ['整租·信达花样年华 2室1厅 南', '庐阳-逍遥津-信达花样年华', '75.78', '2', 3000, 3000]
[4233, 5011] ['整租·荣城南苑二期 2室1厅 东南', '庐阳-林店-荣城南苑二期', '65.00', '2', 1400, 1400]
[4233, 5257] ['整租·荣城南苑二期 2室1厅 东南', '庐阳-林店-荣城南苑二期', '65.00', '2', 1400, 1400]
[4233, 5582] ['整租·荣城南苑二期 2室1厅 东南', '庐阳-林店-荣城南苑二期', '65.00', '2', 1400, 1400]
[4233, 5619] ['整租·荣城南苑二期 2室1厅 东南', '庐阳-林店-荣城南苑二期', '65.00', '2', 1400, 1400]
[4234, 5011] ['整租·恒盛皇家花园 2室1厅 南', '庐阳-林店-恒盛皇家花园', '80.67', '2', 2200, 2200]
[4234, 5581] ['整租·恒盛皇家花园 2室1厅 南', '庐阳-林店-恒盛皇家花园', '80.67', '2', 2200, 2200]
[4234, 5617] ['整租·恒盛皇家花园 2室1厅 南', '庐阳-林店-恒盛皇家花园', '80.67', '2', 2200, 2200]
[4235, 5011] ['整租·荣城北苑 2室2厅 南', '庐阳-林店-荣城北苑', '83.00', '2', 1500, 1500]
[4235, 5580] ['整租·荣城北苑 2室2厅 南', '庐阳-林店-荣城北苑', '83.00', '2', 1500, 1500]
[4235, 5615] ['整租·荣城北苑 2室2厅 南', '庐阳-林店-荣城北苑', '83.00', '2', 1500, 1500]
[4236, 5011] ['整租·淮河路450号 1室0厅 南', '庐阳-三孝口-淮河路450号', '20.16', '1', 800, 800]
[4236, 5579] ['整租·淮河路450号 1室0厅 南', '庐阳-三孝口-淮河路450号', '20.16', '1', 800, 800]
[4236, 5613] ['整租·淮河路450号 1室0厅 南', '庐阳-三孝口-淮河路450号', '20.16', '1', 800, 800]
[4237, 5011] ['整租·望城公馆 1室1厅 东', '庐阳-杏林-望城公馆', '48.00', '1', 1700, 1700]
[4237, 5578] ['整租·望城公馆 1室1厅 东', '庐阳-杏林-望城公馆', '48.00', '1', 1700, 1700]
[4237, 5611] ['整租·望城公馆 1室1厅 东', '庐阳-杏林-望城公馆', '48.00', '1', 1700, 1700]
[4238, 5011] ['整租·勤劳巷73号 1室1厅 南', '庐阳-逍遥津-勤劳巷73号', '40.00', '1', 1500, 1500]
[4238, 5610] ['整租·勤劳巷73号 1室1厅 南', '庐阳-逍遥津-勤劳巷73号', '40.00', '1', 1500, 1500]
[4239, 5011] ['整租·橡树湾一期 3室2厅 南', '庐阳-海棠-橡树湾一期', '96.00', '3', 3000, 3000]
[4240, 5011] ['整租·双岗街 3室1厅 南', '庐阳-双岗-双岗街', '77.11', '3', 1800, 1800]
[4241, 4428] ['整租·万科森林公园朗庭 3室2厅 南', '庐阳-森林公园-万科森林公园朗庭', '90.74', '3', 3000, 3000]
[4241, 5010] ['整租·万科森林公园朗庭 3室2厅 南', '庐阳-森林公园-万科森林公园朗庭', '90.74', '3', 3000, 3000]
[4242, 5010] ['整租·华水公寓 3室2厅 南', '庐阳-亳州-华水公寓', '85.67', '3', 1800, 1800]
[4243, 5010] ['整租·骏杰嘉和大厦 5室1厅 西北', '庐阳-海棠-骏杰嘉和大厦', '225.00', '5', 5600, 5600]
[4244, 5010] ['整租·畅园新村 2室2厅 南', '庐阳-亳州-畅园新村', '78.00', '2', 1700, 1700]
[4251, 5104] ['整租·益民街 2室1厅 南', '庐阳-逍遥津-益民街', '72.00', '2', 2700, 2700]
[4252, 4429] ['整租·汇银广场 1室0厅 东南', '庐阳-四里河-汇银广场', '60.00', '1', 2500, 2500]
[4252, 5103] ['整租·汇银广场 1室0厅 东南', '庐阳-四里河-汇银广场', '60.00', '1', 2500, 2500]
[4253, 5103] ['整租·融创长江壹号 4室1厅 南', '庐阳-杏花村-融创长江壹号', '157.00', '4', 4500, 4500]
[4254, 5103] ['整租·合肥市政府宿舍大院 2室1厅 南', '庐阳-逍遥津-合肥市政府宿舍大院', '65.93', '2', 2300, 2300]
[4255, 5103] ['整租·大众巷 2室1厅 南', '庐阳-三孝口-大众巷', '53.96', '2', 2000, 2000]
[4256, 5103] ['整租·宿州路156号 1室0厅 东南/南', '庐阳-逍遥津-宿州路156号', '100.00', '1', 3800, 3800]
[4257, 5103] ['整租·华安家园 2室1厅 南/北', '庐阳-亳州-华安家园', '106.00', '2', 2100, 2100]
[4258, 5103] ['整租·朗峰大厦 1室1厅 南', '庐阳-海棠-朗峰大厦', '78.46', '1', 34000, 34000]
[4259, 5103] ['整租·安北小区 1室1厅 南', '庐阳-三孝口-安北小区', '43.00', '1', 1800, 1800]
[4260, 5103] ['整租·光明新村 1室1厅 南', '庐阳-三孝口-光明新村', '53.94', '1', 1600, 1600]
[4261, 5103] ['整租·光明新村 2室1厅 南', '庐阳-三孝口-光明新村', '67.49', '2', 2300, 2300]
[4262, 5103] ['整租·荣城北苑 2室1厅 南/北', '庐阳-林店-荣城北苑', '65.00', '2', 1500, 1500]
[4263, 5103] ['整租·上城国际玫瑰苑 3室2厅 南', '庐阳-杏林-上城国际玫瑰苑', '89.16', '3', 1900, 1900]
[4264, 5103] ['整租·十六所宿舍区 2室2厅 南/北', '庐阳-三孝口-十六所宿舍区', '65.57', '2', 1850, 1850]
[4265, 5103] ['整租·恒盛皇家花园 2室2厅 南', '庐阳-林店-恒盛皇家花园', '80.67', '2', 2000, 2000]
[4266, 5103] ['整租·团结新村 1室1厅 南', '庐阳-逍遥津-团结新村', '35.96', '1', 1200, 1200]
[4267, 5103] ['整租·恒盛皇家花园 3室2厅 南', '庐阳-林店-恒盛皇家花园', '123.84', '3', 3300, 3300]
[4268, 5103] ['整租·众城国际广场 4室2厅 南', '庐阳-双岗-众城国际广场', '181.92', '4', 5500, 5500]
[4269, 5103] ['整租·光明新村 3室1厅 南', '庐阳-三孝口-光明新村', '80.00', '3', 2400, 2400]
[4270, 5103] ['整租·光明新村 1室1厅 南', '庐阳-三孝口-光明新村', '50.00', '1', 1200, 1200]
[4271, 5103] ['整租·和煦园 2室1厅 南', '庐阳-亳州-和煦园', '58.00', '2', 1600, 1600]
